Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,K_W_Tc,gamma_Tc,H_prime_Tc
542,Na0.8O3.1Fe0.3P0.9,40.0,15.0,45.0,22.013505928044907,21.269102974809925,0.14423398506546395,0.4691158977280767,0.2064517390604648
543,Na0.8O3.05Fe0.35P0.85,40.0,17.5,42.5,21.927138367371484,24.71659866311632,0.14458274951264272,0.46759957997598756,0.18132078482441827
544,Na0.8O3Fe0.4P0.8,40.0,20.0,40.0,21.841445865362125,28.13714833354772,0.1384717809175141,0.4643839815065735,0.15199925687472463
545,Na0.8O2.95Fe0.45P0.75,40.0,22.5,37.5,21.756420538323965,31.53106667598264,0.15432113050449328,0.48162106061746796,0.13413946593468906
546,Na0.8O2.9Fe0.5P0.7,40.0,25.0,35.0,21.672054624848023,34.898663499147624,0.16602948630215983,0.47995945860069084,0.1406140036408542
547,Na0.8O2.85Fe0.55P0.65,40.0,27.500000000000004,32.5,21.58834048344745,38.24024382489097,0.16785641323634104,0.48251847134597065,0.13866974840531765
548,Na0.8O2.8Fe0.6P0.6,40.0,30.0,30.0,21.50527059025025,41.55610798028001,0.16459586589254396,0.4818199065438495,0.1249325703215969
549,Na0.8O2.75Fe0.65P0.55,40.0,32.5,27.500000000000004,21.42283753674516,44.84655168758033,0.1686711749613382,0.48083588281730305,0.13051981146470448
550,Na0.8O2.7Fe0.7P0.5,40.0,35.0,25.0,21.34103402757904,48.11186615217327,0.17007907262911562,0.479103221068248,0.13273874046098955
551,Na0.8O2.65Fe0.75P0.45,40.0,37.5,22.5,21.25985287840466,51.352338148467005,0.16652417629315938,0.4762887104973461,0.13540269656030066
552,Na0.8O2.6Fe0.8P0.4,40.0,40.0,20.0,21.17928701377736,54.56825010385402,0.161329023482576,0.47846336626153985,0.136142056589961
553,Na0.8O2.55Fe0.85P0.35,40.0,42.5,17.5,21.099329465099377,57.75988018076709,0.1552630472845578,0.47848584411674727,0.1480693926086255
554,Na0.8O2.5Fe0.9P0.3,40.0,45.0,15.0,21.01997336861051,60.92750235688317,0.15187460440218198,0.47715416743465305,0.14673924236105523
555,Na0.8O2.45Fe0.95P0.25,40.0,47.5,12.5,20.941211963424053,64.07138650352456,0.15356404223039086,0.47716923205573386,0.14387779512237764
556,Na0.8O2.4Fe1P0.2,40.0,50.0,10.0,20.863038589606624,67.19179846230374,0.1546184272918948,0.4792518521624555,0.1558367162596568
557,Na0.8O2.35Fe1.05P0.15,40.0,52.5,7.5,20.785446686300915,70.28900012005799,0.15367063519256774,0.47614047232767975,0.14705568072337885
558,Na0.8O2.3Fe1.1P0.1,40.0,55.00000000000001,5.0,20.70842978989012,73.36324948211819,0.15334171168490746,0.47537046732604693,0.1713803256937849
559,Na0.8O2.25Fe1.15P0.05,40.0,57.49999999999999,2.5,20.63198153220305,76.4148007439545,0.16871012952973874,0.48618371517528225,0.18758499056443298
560,Na0.8O2.2Fe1.2,40.0,60.0,0.0,20.55609563875887,79.44390436124114,0.0770296073737629,0.42626792394528457,0.07311167414096155
561,Na0.85O3.3P1.15,42.5,0.0,57.49999999999999,24.39908876841816,0.0,0.1210594458088846,0.4698343100231196,0.14091207914382475
562,Na0.85O3.25Fe0.05P1.1,42.5,2.5,55.00000000000001,24.29924592370243,3.6827527819906782,0.187924296681084,0.5019143341331496,0.15856450270142003
563,Na0.85O3.2Fe0.1P1.05,42.5,5.0,52.5,24.20021687722071,7.3354882130254015,0.18115448355315628,0.49587829036885067,0.17054674869865077
564,Na0.85O3.15Fe0.15P1,42.5,7.5,50.0,24.101991719707293,10.958571801278003,0.1683735259764345,0.48050088220279696,0.18010738661880463
565,Na0.85O3.1Fe0.2P0.95,42.5,10.0,47.5,24.0045607021272,14.552363144733052,0.16568408153817368,0.4757090893361909,0.17424829106057868
566,Na0.85O3.05Fe0.25P0.9,42.5,12.5,45.0,23.907914232450544,18.117216050162973,0.14961082053949332,0.4720752159557106,0.188494108652318
567,Na0.85O3Fe0.3P0.85,42.5,15.0,42.5,23.81204287250466,21.653478649242643,0.1488297733661296,0.46720021504478054,0.22473871401145215
568,Na0.85O2.95Fe0.35P0.8,42.5,17.5,40.0,23.716937334901456,25.16149351188136,0.16633183061570542,0.48757458862743924,0.17055008073335803
569,Na0.85O2.9Fe0.4P0.75,42.5,20.0,37.5,23.6225884800383,28.64159775684975,0.1647584922319426,0.48306852793182775,0.15649275191764958
570,Na0.85O2.85Fe0.45P0.7,42.5,22.5,35.0,23.52898731317008,32.09412315977656,0.16685937874798312,0.48197162454347536,0.15297694024079894
571,Na0.85O2.8Fe0.5P0.65,42.5,25.0,32.5,23.436124981550645,35.51939625858812,0.1716697691766705,0.4807928181389438,0.15025355577094518
572,Na0.85O2.75Fe0.55P0.6,42.5,27.500000000000004,30.0,23.3439927716417,38.91773845646076,0.15684543746989285,0.48268150746506344,0.14531446910004356
573,Na0.85O2.7Fe0.6P0.55,42.5,30.0,27.500000000000004,23.252582106387223,42.289466122354334,0.15538117998169695,0.4821043208276609,0.12857108961095834
574,Na0.85O2.65Fe0.65P0.5,42.5,32.5,25.0,23.161884542551707,45.63489068919301,0.1570269667451628,0.4782556359269475,0.1379348744724199
575,Na0.85O2.6Fe0.7P0.45,42.5,35.0,22.5,23.0718917681204,48.95431874975713,0.15583145568029683,0.47949018585041364,0.14239759804319457
576,Na0.85O2.55Fe0.75P0.4,42.5,37.5,20.0,22.98259559976004,52.24805215034839,0.15840365365164844,0.4765558994538209,0.1532251317123912
577,Na0.85O2.5Fe0.8P0.35,42.5,40.0,17.5,22.89398798033816,55.516388082288216,0.16037862922570664,0.4787357130385651,0.16572143258585217
578,Na0.85O2.45Fe0.85P0.3,42.5,42.5,15.0,22.806060976499698,58.75961917130772,0.15530008422877764,0.4747844567874826,0.17177503308033215
579,Na0.85O2.4Fe0.9P0.25,42.5,45.0,12.5,22.718806776299168,61.97803356488565,0.15105886171378338,0.4766734216020982,0.15036099893972438
580,Na0.85O2.35Fe0.95P0.2,42.5,47.5,10.0,22.632217686887,65.17191501758909,0.15421128391323013,0.47884177348976825,0.15119952499629769
581,Na0.85O2.3Fe1P0.15,42.5,50.0,7.5,22.54628613224856,68.34154297447,0.1554014711375152,0.47695287930582053,0.15336709543162763
582,Na0.85O2.25Fe1.05P0.1,42.5,52.5,5.0,22.461004650994543,71.48719265256909,0.15318527827441375,0.47573079724843836,0.1631910446681534
583,Na0.85O2.2Fe1.1P0.05,42.5,55.00000000000001,2.5,22.37636589420125,74.60913512057688,0.16994527009107904,0.4892286364594136,0.18443245807018577
584,Na0.85O2.15Fe1.15,42.5,57.49999999999999,0.0,22.29236262329957,77.70763737670042,0.07471783922288011,0.4273360842947962,0.07333682996167956
585,Na0.9O3.2P1.1,45.0,0.0,55.00000000000001,26.32174365282145,0.0,0.12346492248283919,0.47111464826467686,0.11242332241279493
586,Na0.9O3.15Fe0.05P1.05,45.0,2.5,52.5,26.212009470808816,3.751945336438147,0.17931894528396358,0.49741274411222997,0.1824628700443487
587,Na0.9O3.1Fe0.1P1,45.0,5.0,50.0,26.10318644410708,7.472737163033,0.1734974084602245,0.4873186400797496,0.18004231776303192
588,Na0.9O3.05Fe0.15P0.95,45.0,7.5,47.5,25.995263271248604,11.162761890727351,0.16819294899487225,0.4803298134221008,0.17252089576627355
589,Na0.9O3Fe0.2P0.9,45.0,10.0,45.0,25.88822883689912,14.82239956633894,0.1491865350678,0.47218463805734606,0.16558745013906212
590,Na0.9O2.95Fe0.25P0.85,45.0,12.5,42.5,25.782072208041363,18.45202400304327,0.16518747102934225,0.49139974348513404,0.1853922878597949
591,Na0.9O2.9Fe0.3P0.8,45.0,15.0,40.0,25.67678263025241,22.052002907659308,0.17260766853203946,0.48674283811482916,0.19164832127514955
592,Na0.9O2.85Fe0.35P0.75,45.0,17.5,37.5,25.572349524071715,25.62269800482892,0.17020110098956806,0.4843455145493003,0.16757741758051037
593,Na0.9O2.8Fe0.4P0.7,45.0,20.0,35.0,25.468762481457446,29.16446515817821,0.17222345843232445,0.48124775832115124,0.16911483872396219
594,Na0.9O2.75Fe0.45P0.65,45.0,22.5,32.5,25.366011262328698,32.67765448854597,0.15627757606009923,0.48277077927730466,0.16192188576016725
595,Na0.9O2.7Fe0.5P0.6,45.0,25.0,30.0,25.264085791190944,36.16261048936178,0.15954351589811383,0.481541017205762,0.15215589625901468
596,Na0.9O2.65Fe0.55P0.55,45.0,27.500000000000004,27.500000000000004,25.162976153842585,39.619672139253545,0.15983437384601606,0.47914243712559523,0.15687706412613897
597,Na0.9O2.6Fe0.6P0.5,45.0,30.0,25.0,25.06267259416026,43.04917301196176,0.15774981506505217,0.4791769855008258,0.14579205936466338
598,Na0.9O2.55Fe0.65P0.45,45.0,32.5,22.5,24.96316551096072,46.45144138363551,0.1554683545085259,0.4762057163300324,0.15501720002360625
599,Na0.9O2.5Fe0.7P0.4,45.0,35.0,20.0,24.864445454937183,49.82680033758247,0.1557603080488054,0.4756291370395165,0.16138683944229446
600,Na0.9O2.45Fe0.75P0.35,45.0,37.5,17.5,24.76650312566812,53.17556786654328,0.15774846487789992,0.4759125898721308,0.166675788495316
601,Na0.9O2.4Fe0.8P0.3,45.0,40.0,15.0,24.66932936869633,56.49805697255812,0.16336297013294052,0.47387083881200254,0.17411441429309366
602,Na0.9O2.35Fe0.85P0.25,45.0,42.5,12.5,24.57291517267675,59.79457576449164,0.16002691003472033,0.4752984427681431,0.17601259153353152
603,Na0.9O2.3Fe0.9P0.2,45.0,45.0,10.0,24.477251666590607,63.0654275532797,0.1585897415680427,0.47934160321167274,0.1515999466225599
604,Na0.9O2.25Fe0.95P0.15,45.0,47.5,7.5,24.382330117024605,66.31091094495999,0.15944956698057064,0.47402593266079734,0.15375569972954012
605,Na0.9O2.2Fe1P0.1,45.0,50.0,5.0,24.288141925513084,69.53131993154645,0.15737242067605806,0.47732527135438857,0.15708883830304393
606,Na0.9O2.15Fe1.05P0.05,45.0,52.5,2.5,24.19467862594153,72.72694397980543,0.16745369252392084,0.48804605320760236,0.17873621494402042
607,Na0.9O2.1Fe1.1,45.0,55.00000000000001,0.0,24.101931882009865,75.89806811799014,0.07487913880373824,0.4290436087869529,0.07343614699254328
608,Na0.95O3.1P1.05,47.5,0.0,52.5,28.318342811679027,0.0,0.12696275580940977,0.4721177854971227,0.09721815900968539
609,Na0.95O3.05Fe0.05P1,47.5,2.5,50.0,28.198024319979847,3.82378769290329,0.179118501044582,0.49139280397847224,0.180461173778414
610,Na0.95O3Fe0.1P0.95,47.5,5.0,47.5,28.078723916951603,7.615219969151764,0.1688892306078985,0.48383398229371904,0.16368046258954944
611,Na0.95O2.95Fe0.15P0.9,47.5,7.5,45.0,27.960428735024006,11.374705767190504,0.17041110006411178,0.49025993088443726,0.17611384331561092
612,Na0.95O2.9Fe0.2P0.85,47.5,10.0,42.5,27.84312612256045,15.10264716297356,0.17237733630633315,0.4913342470403741,0.17236505672228175
613,Na0.95O2.85Fe0.25P0.8,47.5,12.5,40.0,27.7268036393474,18.79943951331384,0.17264270802584408,0.4902709200777253,0.18426602012111956
614,Na0.95O2.8Fe0.3P0.75,47.5,15.0,37.5,27.61144905219638,22.46547159565472,0.1733414415513045,0.4853873658246007,0.17497991089252987
615,Na0.95O2.75Fe0.35P0.7,47.5,17.5,35.0,27.49705033065523,26.101125744367,0.17215795746767168,0.482132491632749,0.17504798369333763
616,Na0.95O2.7Fe0.4P0.65,47.5,20.0,32.5,27.383595642825654,29.706777983671657,0.1611235801278856,0.4797058147918205,0.17029176000845034
617,Na0.95O2.65Fe0.45P0.6,47.5,22.5,30.0,27.2710733512838,33.28279815728549,0.16539709091435142,0.4785649956362101,0.1580320271379332
618,Na0.95O2.6Fe0.5P0.55,47.5,25.0,27.500000000000004,27.15947200910096,36.82955005488338,0.1650002939368231,0.47889406450726857,0.1588729755384854
619,Na0.95O2.55Fe0.55P0.5,47.5,27.500000000000004,25.0,27.04878035596177,40.34739153546816,0.16314755954956822,0.477810079749203,0.16310774861503707
620,Na0.95O2.5Fe0.6P0.45,47.5,30.0,22.5,26.938987314376696,43.83667464773577,0.1638256193878599,0.474803339060319,0.15468384481402522
621,Na0.95O2.45Fe0.65P0.4,47.5,32.5,20.0,26.83008198598656,47.29774574752104,0.16300921002191543,0.47243781872605944,0.16028732089565018
622,Na0.95O2.4Fe0.7P0.35,47.5,35.0,17.5,26.72205364795634,50.7309456124059,0.16009763741459665,0.47202422141161626,0.16737713301345802
623,Na0.95O2.35Fe0.75P0.3,47.5,37.5,15.0,26.614891749455627,54.1366095535702,0.1585748255979776,0.4728229465731485,0.17117565100357537
624,Na0.95O2.3Fe0.8P0.25,47.5,40.0,12.5,26.50858590822356,57.51506752496185,0.16116294688643046,0.4728111868198413,0.17376565387812395
625,Na0.95O2.25Fe0.85P0.2,47.5,42.5,10.0,26.403125907215657,60.86664422986105,0.15876185604355836,0.4766755388466435,0.182717923427479
626,Na0.95O2.2Fe0.9P0.15,47.5,45.0,7.5,26.29850169133044,64.1916592249111,0.15672630077480373,0.4723422450332349,0.15647523021293414
627,Na0.95O2.15Fe0.95P0.1,47.5,47.5,5.0,26.194703364213503,67.49042702168532,0.15606753981514992,0.47533060365351415,0.16294181435695151
628,Na0.95O2.1Fe1P0.05,47.5,50.0,2.5,26.091721185137057,70.76325718585835,0.17125570385006356,0.48955920042884493,0.17436776417772823
629,Na0.95O2.05Fe1.05,47.5,52.5,0.0,25.989545565952728,74.01045443404726,0.0743123556159475,0.4313490613690128,0.07837908195605114
630,Na1O3P1,50.0,0.0,50.0,30.39323566887947,0.0,0.10421749139754861,0.449541852292577,0.13818293909180807
631,Na1O2.95Fe0.05P0.95,50.0,2.5,47.5,30.26158047031321,3.8984350383649655,0.17669273000091032,0.5014322473493069,0.18271821616883163
632,Na1O2.9Fe0.1P0.9,50.0,5.0,45.0,30.131060941085423,7.763241832730474,0.18265751574643424,0.4927359330481994,0.16571839980373437
633,Na1O2.85Fe0.15P0.85,50.0,7.5,42.5,30.00166244972671,11.594853634754909,0.1782362457988509,0.49022455955788535,0.1666715462747753
634,Na1O2.8Fe0.2P0.8,50.0,10.0,40.0,29.873370615033483,15.393696285487309,0.17639115938160427,0.4898033448349664,0.16548585102466593
635,Na1O2.75Fe0.25P0.75,50.0,12.5,37.5,29.746171300739967,19.160188373137345,0.17320838698353846,0.48972591041556995,0.20189981246474983
636,Na1O2.7Fe0.3P0.7,50.0,15.0,35.0,29.62005061032559,22.89474138683181,0.17625047944551228,0.4828283235941439,0.1655203923721877
637,Na1O2.65Fe0.35P0.65,50.0,17.5,32.5,29.49499488195398,26.59775986647608,0.16163659255223553,0.4765078803879865,0.16557013344703603
638,Na1O2.6Fe0.4P0.6,50.0,20.0,30.0,29.370990683539627,30.26964154883528,0.1632531364805203,0.4769966380767937,0.1590766774772786
639,Na1O2.55Fe0.45P0.55,50.0,22.5,27.500000000000004,29.248024807938457,33.9107775099459,0.16268310635138486,0.47619013915326386,0.16438261327875484
640,Na1O2.5Fe0.5P0.5,50.0,25.0,25.0,29.12608426825871,37.52155230396503,0.16387346726624671,0.4762581700172269,0.1682356992555435
641,Na1O2.45Fe0.55P0.45,50.0,27.500000000000004,22.5,29.00515629328861,41.102344098560536,0.1618846472832336,0.4750562739559206,0.16209920889956478
642,Na1O2.4Fe0.6P0.4,50.0,30.0,20.0,28.88522832303755,44.65352480694259,0.16236756152745457,0.47348533092557044,0.16257888684081764
643,Na1O2.35Fe0.65P0.35,50.0,32.5,17.5,28.76628800438731,48.17546021663316,0.1586619774153133,0.47275047602424614,0.16480774301905893
644,Na1O2.3Fe0.7P0.3,50.0,35.0,15.0,28.648323186850405,51.66851011506712,0.15972704218626524,0.46860454670290125,0.16678994431785787
645,Na1O2.25Fe0.75P0.25,50.0,37.5,12.5,28.53132191843227,55.13302841211559,0.15951438224598546,0.46993873833798466,0.17402354683758298
646,Na1O2.2Fe0.8P0.2,50.0,40.0,10.0,28.41527244159449,58.56936325961927,0.16180492326173557,0.47504655208065116,0.19484952797994226
647,Na1O2.15Fe0.85P0.15,50.0,42.5,7.5,28.30016318931614,61.97785716801619,0.16266232425968577,0.4712770333591413,0.18358920571378134
648,Na1O2.1Fe0.9P0.1,50.0,45.0,5.0,28.18598278125041,65.35884712014635,0.15647301991297694,0.4751867138663867,0.16799764998761632
649,Na1O2.05Fe0.95P0.05,50.0,47.5,2.5,28.07272001997398,68.71266468231248,0.17020338297257046,0.4895215796840288,0.17131324949995388
650,Na1O2Fe1,50.0,50.0,0.0,27.960363887326395,72.0396361126736,0.07218897854658148,0.43091430515006557,0.07668918571058128
651,Na1.05O2.9P0.95,52.5,0.0,47.5,32.551119582695485,0.0,0.13264179974956586,0.48291740730470933,0.13640345870714476
652,Na1.05O2.85Fe0.05P0.9,52.5,2.5,45.0,32.40730958541093,3.976054919217735,0.17734532786324717,0.49967807240587647,0.170786985039801
653,Na1.05O2.8Fe0.1P0.85,52.5,5.0,42.5,32.26476469654438,7.917132155077125,0.17728539941698504,0.49188259620482705,0.16310683678449664
654,Na1.05O2.75Fe0.15P0.8,52.5,7.5,40.0,32.123468295308285,11.82369123866373,0.17311302355335095,0.48899151986068307,0.1698651867757689
655,Na1.05O2.7Fe0.2P0.75,52.5,10.0,37.5,31.98340405079387,15.696183686502083,0.170865154009554,0.48716290060405343,0.20136267829795468
656,Na1.05O2.65Fe0.25P0.7,52.5,12.5,35.0,31.84455591567896,19.53505317452196,0.172119622709944,0.48511951704490236,0.19130703101574234
657,Na1.05O2.6Fe0.3P0.65,52.5,15.0,32.5,31.70690812009896,23.34073570751288,0.16524080187197643,0.47986819706683115,0.16027879795361089
658,Na1.05O2.55Fe0.35P0.6,52.5,17.5,30.0,31.5704451656762,27.11365978420274,0.1612364133060389,0.4762999311418252,0.1722344595266971
659,Na1.05O2.5Fe0.4P0.55,52.5,20.0,27.500000000000004,31.43515181970262,30.854246558091774,0.16092874074232583,0.4767362960469391,0.17235168067630988
660,Na1.05O2.45Fe0.45P0.5,52.5,22.5,25.0,31.30101310947161,34.56290999416877,0.16430586712537984,0.47670101784930874,0.17584211109012268
661,Na1.05O2.4Fe0.5P0.45,52.5,25.0,22.5,31.168014316754128,38.24005702163185,0.1660222991048019,0.47776941852727633,0.18290308809072386
662,Na1.05O2.35Fe0.55P0.4,52.5,27.500000000000004,20.0,31.036140972415254,41.886087682732345,0.16142410577806118,0.47391820219688874,0.16530966120788498
663,Na1.05O2.3Fe0.6P0.35,52.5,30.0,17.5,30.90537885116673,45.50139527785589,0.16135058833638294,0.4717092997748297,0.16610185625702648
664,Na1.05O2.25Fe0.65P0.3,52.5,32.5,15.0,30.77571396645159,49.08636650695144,0.1590931998814235,0.4669455691192128,0.1695687999183781
665,Na1.05O2.2Fe0.7P0.25,52.5,35.0,12.5,30.647132565457063,52.641381607414864,0.15775305184241625,0.4676980278005315,0.17677395607827726
666,Na1.05O2.15Fe0.75P0.2,52.5,37.5,10.0,30.519621124251955,56.166814488530505,0.1644050692561488,0.4722557580130452,0.1939105311407242
667,Na1.05O2.1Fe0.8P0.15,52.5,40.0,7.5,30.393166343044903,59.66303286257042,0.16414515800629903,0.4749129685936643,0.1862579274075138
668,Na1.05O2.05Fe0.85P0.1,52.5,42.5,5.0,30.267755141560063,63.13039837264789,0.1577554829661332,0.4757051614324254,0.19333539022195265
669,Na1.05O2Fe0.9P0.05,52.5,45.0,2.5,30.143374654526777,66.56926671741867,0.16940830570276763,0.4892023776530651,0.18272187339073995
670,Na1.05O1.95Fe0.95,52.5,47.5,0.0,30.02001222727998,69.97998777272002,0.07223935753092446,0.43146687888146096,0.0773956283455714
671,Na1.1O2.8P0.9,55.00000000000001,0.0,45.0,34.797075347259344,0.0,0.134803806312239,0.4826172352680746,0.13791374069778034
672,Na1.1O2.75Fe0.05P0.85,55.00000000000001,2.5,42.5,34.64021969796086,4.056828496679854,0.16559728503850057,0.4960764830680571,0.17175190513653305
673,Na1.1O2.7Fe0.1P0.8,55.00000000000001,5.0,40.0,34.48477182707329,8.077246984539697,0.174148685310407,0.4902649621513874,0.23254869297819447
674,Na1.1O2.65Fe0.15P0.75,55.00000000000001,7.5,37.5,34.330712867061806,12.061743443153905,0.1708960743710709,0.4837626543894336,0.18415765332152334
675,Na1.1O2.6Fe0.2P0.7,55.00000000000001,10.0,35.0,34.17802428605103,16.01079717078469,0.17301246778965418,0.48590281676881697,0.17351108427057457
676,Na1.1O2.55Fe0.25P0.65,55.00000000000001,12.5,32.5,34.02668788039373,19.924878976581407,0.16483159501655556,0.4796574735837817,0.18686592027477375
677,Na1.1O2.5Fe0.3P0.6,55.00000000000001,15.0,30.0,33.87668576743608,23.8044513676962,0.16548564896268625,0.4764916126215528,0.17313133065677697
678,Na1.1O2.45Fe0.35P0.55,55.00000000000001,17.5,27.500000000000004,33.72800037847342,27.64996873147202,0.16142369495762432,0.4753523205011306,0.17474430537929636
679,Na1.1O2.4Fe0.4P0.5,55.00000000000001,20.0,25.0,33.58061445189072,31.461877512854,0.16230909923848255,0.47538755061002924,0.18506949517510424
680,Na1.1O2.35Fe0.45P0.45,55.00000000000001,22.5,22.5,33.434511026482106,35.24061638716932,0.16520801018030207,0.47479161882624715,0.18313130409892994
681,Na1.1O2.3Fe0.5P0.4,55.00000000000001,25.0,20.0,33.28967343494408,38.98661642841641,0.16460939937240812,0.47389829892167934,0.1767756017769088
682,Na1.1O2.25Fe0.55P0.35,55.00000000000001,27.500000000000004,17.5,33.146085297536985,42.70030127319871,0.15936408510088293,0.47305214885656566,0.16809241332303843
683,Na1.1O2.2Fe0.6P0.3,55.00000000000001,30.0,15.0,33.00373051591001,46.382087280434135,0.15725631270148563,0.4665152075896693,0.1761025816416836
684,Na1.1O2.15Fe0.65P0.25,55.00000000000001,32.5,12.5,32.86259326708442,50.03238368696669,0.1598921701019949,0.46551301840262305,0.17928757387240338
685,Na1.1O2.1Fe0.7P0.2,55.00000000000001,35.0,10.0,32.72265799759076,53.65159275920224,0.1632087876394125,0.4733932444545993,0.19002255312338717
686,Na1.1O2.05Fe0.75P0.15,55.00000000000001,37.5,7.5,32.58390941775492,57.24010994088668,0.16080364295429395,0.47591479351094756,0.18203001657707168
687,Na1.1O2Fe0.8P0.1,55.00000000000001,40.0,5.0,32.446332496129216,60.79832399714028,0.15860656492829478,0.47503658012593314,0.20666599290815946
688,Na1.1O1.95Fe0.85P0.05,55.00000000000001,42.5,2.5,32.30991245406379,64.32661715485844,0.1688218143073567,0.48948466751445024,0.2022678941262375
689,Na1.1O1.9Fe0.9,55.00000000000001,45.0,0.0,32.17463476041446,67.82536523958554,0.07184828511372574,0.4327964913151112,0.07852672714357667
690,Na1.15O2.7P0.85,57.49999999999999,0.0,42.5,37.13660713146344,0.0,0.1380164516149947,0.4800916167082111,0.13609220297609034
691,Na1.15O2.65Fe0.05P0.8,57.49999999999999,2.5,40.0,36.9657342321779,4.140951958396078,0.16370205655270836,0.4918974847480771,0.16489481035507922
692,Na1.15O2.6Fe0.1P0.75,57.49999999999999,5.0,37.5,36.79642657116019,8.243971766652287,0.17407283317297784,0.48652145259134294,0.17524991469197387
693,Na1.15O2.55Fe0.15P0.7,57.49999999999999,7.5,35.0,36.62866273950784,12.30957825038105,0.17192217744523922,0.48362625618112803,0.17511551725033833
694,Na1.15O2.5Fe0.2P0.65,57.49999999999999,10.0,32.5,36.46242171697989,16.338280816330567,0.1636677353755575,0.4800431774899922,0.20831997657214338
695,Na1.15O2.45Fe0.25P0.6,57.49999999999999,12.5,30.0,36.29768286321693,20.330579665159043,0.16358287132377158,0.4780446246718643,0.2071457893920294
696,Na1.15O2.4Fe0.3P0.55,57.49999999999999,15.0,27.500000000000004,36.13442590919811,24.28696599846697,0.16631624254250232,0.4761123574604098,0.1741424981346385
697,Na1.15O2.35Fe0.35P0.5,57.49999999999999,17.5,25.0,35.972630948927616,28.207922220267346,0.16029029856570143,0.4735179947060689,0.1858162089236941
698,Na1.15O2.3Fe0.4P0.45,57.49999999999999,20.0,22.5,35.81227843134355,32.0939221330674,0.16033476931171606,0.4734258469050605,0.18457531914920852
699,Na1.15O2.25Fe0.45P0.4,57.49999999999999,22.5,20.0,35.65334915244218,35.9454311287293,0.1626089293700999,0.4718479799159629,0.18085861913402085
700,Na1.15O2.2Fe0.5P0.35,57.49999999999999,25.0,17.5,35.49582424761108,39.76290637427118,0.1590286421560602,0.47115271537646436,0.18989838865142922
701,Na1.15O2.15Fe0.55P0.3,57.49999999999999,27.500000000000004,15.0,35.33968518416449,43.54679699276446,0.1606351503260554,0.4666691920633329,0.17852509960016513
702,Na1.15O2.1Fe0.6P0.25,57.49999999999999,30.0,12.5,35.18491375407493,47.29754423947755,0.15994676814566178,0.46668005403088436,0.17855731320309298
703,Na1.15O2.05Fe0.65P0.2,57.49999999999999,32.5,10.0,35.031492066894934,51.01558167341131,0.1637215507101909,0.4706628713095845,0.1941547100435329
704,Na1.15O2.0Fe0.7P0.15,57.49999999999999,35.0,7.5,34.87940254286316,54.70133532436605,0.16092888572488487,0.4761828446903236,0.18676716288654624
705,Na1.15O1.95Fe0.75P0.1,57.49999999999999,37.5,5.0,34.72862790618932,58.35522385567554,0.1582984113157013,0.4747575491139457,0.2044464273961297
706,Na1.15O1.9Fe0.8P0.05,57.49999999999999,40.0,2.5,34.57915117851247,61.97765872273825,0.16743081909979687,0.4903458186570394,0.21205957323160543
707,Na1.15O1.85Fe0.85,57.49999999999999,42.5,0.0,34.430955672527666,65.56904432747234,0.07230129929129397,0.43634652472344543,0.07852279305873915
708,Na1.2O2.6P0.8,60.0,0.0,40.0,39.57568751613943,0.0,0.13922892268323436,0.4806914438269391,0.13939914753441326
709,Na1.2O2.55Fe0.05P0.75,60.0,2.5,37.5,39.389735984130965,4.228638109387664,0.16087631487161752,0.4878031887148995,0.17575455321156308
710,Na1.2O2.5Fe0.1P0.7,60.0,5.0,35.0,39.20552371504446,8.41772444205919,0.17138951330536575,0.48379811521632055,0.1781360256876721
711,Na1.2O2.45Fe0.15P0.65,60.0,7.5,32.5,39.02302642066125,12.567811325203818,0.16401170184873157,0.47921422334578395,0.18699854972833613
712,Na1.2O2.4Fe0.2P0.6,60.0,10.0,30.0,38.84222026290301,16.679440849576967,0.16423190822019998,0.479054946042216,0.2270688867328981
713,Na1.2O2.35Fe0.25P0.55,60.0,12.5,27.500000000000004,38.66308184345164,20.75314510554988,0.16436363090246967,0.47644353591388616,0.20082719869430155
714,Na1.2O2.3Fe0.3P0.5,60.0,15.0,25.0,38.485588193655,24.78944641265738,0.16378411233874116,0.47383491385652027,0.18193464626115316
715,Na1.2O2.25Fe0.35P0.45,60.0,17.5,22.5,38.30971676470952,28.78885754285173,0.16046612161163845,0.4707498588595317,0.18821084282996658
716,Na1.2O2.2Fe0.4P0.4,60.0,20.0,20.0,38.1354454181107,32.75188193766289,0.1605182059931698,0.4703410476215965,0.19428743182682917
717,Na1.2O2.15Fe0.45P0.35,60.0,22.5,17.5,37.96275241636313,36.67901391945853,0.1627857509041165,0.470902414165755,0.1914874826514802
718,Na1.2O2.1Fe0.5P0.3,60.0,25.0,15.0,37.791616413941696,40.57073889698983,0.1614293285589011,0.46988567647756296,0.1898707522541676
719,Na1.2O2.05Fe0.55P0.25,60.0,27.500000000000004,12.5,37.62201644849625,44.42753356540269,0.164670142915205,0.4692886485269982,0.17895385631011865
720,Na1.2O2Fe0.6P0.2,60.0,30.0,10.0,37.45393193229204,48.24986610088725,0.1619168836245767,0.4719783965876636,0.2029548069800094
721,Na1.2O1.95Fe0.65P0.15,60.0,32.5,7.5,37.28734264387849,52.03819635013296,0.16137196862858924,0.4734034735530821,0.18972856158556556
