Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,Tg,Tc,Tx,Tliq,T_Umax,log_Umax,ViscosityAtTl,K_W_Tc,K_W_Tx,gamma_Tc,H_prime_Tx,K_H_Tc,H_prime_Tc,K_H_Tx,deltaT_rg,K_cr,Jezica,GFA
20,Fe1O4P1,0.0,50.0,50.0,0.0,52.94127171692418,779.3,868.8349999999992,835.0999999999996,1375.7699999999977,1098.3499999999983,-5.796980342729783,1.1399555470253773,0.06507991888178942,0.0405591050829715,0.4031585980965816,0.07160272039009319,0.1766202767613196,0.11489156935711445,0.10320528233488044,0.09355038811675327,0.9064496118832467,-5.137136122982991,0.605267638987429
21,Fe1.05O3.95P0.95,0.0,52.5,47.5,0.0,55.42531439314421,772.56,868.2999999999993,835.0999999999996,1401.3699999999974,1098.3499999999983,-5.790109061315965,1.0987045881086852,0.06831885940187067,0.044627757123386215,0.3994148845639005,0.0809516412964684,0.1796011780816772,0.12392564978771789,0.11044201529305785,0.09945770582528884,0.9005422941747112,-5.194401043980775,0.5600628311101994
22,Fe1.1O3.9P0.9,0.0,55.00000000000001,45.0,0.0,57.89483003633261,786.2649999999999,873.6499999999993,834.9149999999995,1424.1449999999975,1098.3499999999983,-5.774425519723106,1.06507200945194,0.061359622791218295,0.03416084738562416,0.39524341637976684,0.061874813199111804,0.15873895312400604,0.11113937412958663,0.08256538193914058,0.07626826362325174,0.9237317363767482,-5.242036409450252,0.5129061685019917
23,Fe1.15O3.85P0.85,0.0,57.49999999999999,42.5,0.0,60.34994570916597,807.3049999999997,877.5649999999993,838.7449999999995,1432.8749999999973,1098.5999999999983,-5.704210703336424,1.0915395429752202,0.049034284218790664,0.02194190002617108,0.3917386102902447,0.03894438904750972,0.12652392357421943,0.08703030453174396,0.052917711611936695,0.05025816455392674,0.9497418354460733,-5.2208770678570335,0.43153186951148254
24,Fe1.2O3.8P0.8,0.0,60.0,40.0,0.0,62.79078699680062,821.2699999999995,897.1049999999991,840.8799999999994,1442.5249999999974,1090.6099999999983,-5.682207319169124,1.1236274724374589,0.05257101263409627,0.013594218471083646,0.39628367409593196,0.023877652903429945,0.13903963917714757,0.09233869494806778,0.03259397152806051,0.03156513830874595,0.968434861691254,-5.194619224622534,0.3871946042551487
25,Fe1.25O3.75P0.75,0.0,62.5,37.5,0.0,65.2174780282866,812.0399999999997,929.074999999999,841.8699999999994,1447.9049999999975,1082.8899999999983,-5.685675086341728,1.1645284159176006,0.08083057935430811,0.02060218039166917,0.41110513751440864,0.03673464361361473,0.2255748511072984,0.14412467366139517,0.04922157961173826,0.04691247355963893,0.9530875264403611,-5.156951719780813,0.3747894381864771
26,Fe1.3O3.7P0.7,0.0,65.0,35.0,0.0,67.63014149761042,809.0449999999997,940.654999999999,844.5699999999994,1434.0749999999973,1094.2299999999982,-5.682426241602689,1.2650080851412189,0.09177344281156806,0.02477206561720949,0.4193511715824388,0.04390979488161925,0.26673016902435986,0.1626732752813493,0.060262423558748036,0.05683727181095271,0.9431627281890473,-5.048135644627491,0.4025704205468016
27,Fe1.35O3.65P0.65,0.0,67.5,32.5,0.0,70.02889868437376,804.6149999999997,936.4149999999989,881.7799999999992,1419.7349999999974,1093.4399999999982,-5.66549485746281,1.3688694814047633,0.09283422610557569,0.054351692393298505,0.42098365814732397,0.09590300951386631,0.27269717785318154,0.16380504962000375,0.14344136591350534,0.12544706723891239,0.8745529327610876,-4.935545096406575,0.4033095022130877
28,Fe1.4O3.6P0.6,0.0,70.0,30.0,0.0,72.41386947411581,797.8099999999998,901.579999999999,897.3299999999991,1426.9049999999975,1093.4399999999982,-5.664576833857129,1.3707967757810984,0.07272383235043635,0.06974535796006004,0.40525640362922893,0.12474147980095426,0.19753485937276827,0.13006856269036388,0.1879242789028931,0.15819550306392463,0.8418044969360754,-4.937993343749974,0.3929516397808532
29,Fe1.45O3.55P0.55,0.0,72.5,27.500000000000004,0.0,74.78517237828609,805.4249999999997,929.874999999999,917.494999999999,1436.4449999999974,1091.5699999999983,-5.655601991887426,1.3517614547361259,0.08663749743289821,0.07801899829091921,0.41477650354391654,0.13914393022317323,0.2456718716070822,0.1545146972095469,0.21595529434434838,0.17760134385597867,0.8223986561440213,-4.962816549179411,0.3693653420531187
30,Fe1.5O3.5P0.5,0.0,75.0,25.0,0.0,77.142924553875,719.1750000000004,924.209999999999,915.524999999999,1441.3549999999973,1086.4599999999982,-5.650841861927253,1.35471096824651,0.1422515618983519,0.13622598180184542,0.4277700379073653,0.2730211700907268,0.39647487648531704,0.2850975075607446,0.3734096571135142,0.2718851255919568,0.7281148744080431,-4.9628309497357055,0.35216704482291844
31,Fe1.55O3.45P0.45,0.0,77.5,22.5,0.0,79.48724182270858,710.3700000000005,908.3649999999991,906.0549999999989,1454.5049999999974,1086.2999999999984,-5.70516194478954,1.310386308967698,0.13612534848625407,0.1345371793152989,0.41959235521681393,0.27546912172529575,0.36253524737246723,0.27872094823823995,0.3567964262922764,0.2629697568317567,0.7370302431682433,-5.015044128061196,0.3904973267794602
32,Fe1.6O3.4P0.4,0.0,80.0,20.0,0.0,81.81823869041467,686.3400000000007,882.7199999999992,911.409999999999,1456.1399999999974,1096.4499999999982,-5.789087767651315,1.3100726256656192,0.13486340599118138,0.1545661818231754,0.4120085134983757,0.3279278491709619,0.3424714868682626,0.28612640965119085,0.41317717034126794,0.2923746427643534,0.7076253572356467,-5.016333638442973,0.48458446745067896
33,Fe1.65O3.35P0.35,0.0,82.5,17.5,0.0,84.1360283650664,679.2300000000007,824.4349999999996,911.409999999999,1495.499999999997,1106.1199999999983,-5.805337728541534,1.1347405002802158,0.09709461718488746,0.15525242393848124,0.37909763510872635,0.3418282466911032,0.2163799333894622,0.2137788378016265,0.3975072334742916,0.2844401974836749,0.7155598025163251,-5.2148323344544565,0.46638915141185305
34,Fe1.7O3.3P0.3,0.0,85.0,15.0,0.0,86.44072277550984,674.1800000000009,820.7649999999998,917.4299999999989,1490.689999999997,1114.2099999999982,-5.920130535399909,1.1327480451765806,0.09833365756797133,0.16317946722658536,0.37912900081760126,0.3608086861075644,0.21880807553084222,0.2174270966210785,0.4243275302654971,0.2979142937624759,0.7020857062375241,-5.214026631015516,0.5958136892208971
35,Fe1.75O3.25P0.25,0.0,87.5,12.5,0.0,88.73243258938186,671.8700000000009,770.975,921.7899999999989,1453.2899999999975,1090.5299999999982,-5.651179821356009,1.2566354597569158,0.06819354705530162,0.17196843025135966,0.3627844491708862,0.37197672168722773,0.14524816250558684,0.14750621399973057,0.47021636876763634,0.3198280054260182,0.6801719945739818,-5.068069110660032,0.3429854917835009
36,Fe1.8O3.2P0.2,0.0,90.0,10.0,0.0,91.0112672308243,668.6750000000009,766.6000000000001,928.754999999999,1456.5799999999974,1078.2599999999982,-5.562958552652086,1.1851519544755242,0.06722940037622338,0.1785552458498665,0.3607096560177488,0.38894829326653124,0.1419244036059011,0.1464463304295796,0.4927390707147234,0.33009055660263514,0.6699094433973648,-5.1415167304266784,0.23652431529765003
37,Fe1.85O3.15P0.15,0.0,92.5,7.5,0.0,93.27733489790032,672.2550000000009,764.6250000000001,934.1649999999988,1434.1199999999974,980.1599999999988,-5.387974689544883,1.2264801675229844,0.06440883608066227,0.18262767411374112,0.36300516289834467,0.3895991848331326,0.13796966370174474,0.13740321752906126,0.5238671480433212,0.34377481574819574,0.6562251842518043,-5.086690817368459,-0.01761783414255116
38,Fe1.9O3.1P0.1,0.0,95.0,5.0,0.0,95.53074257971907,671.4750000000008,761.8500000000001,933.8649999999989,1490.0549999999973,962.649999999999,-5.3181208091884375,0.9365460887734214,0.060652123579330613,0.17609417102053182,0.3524586751051343,0.390766595926874,0.12410653593424882,0.13459175695297548,0.4717632463726402,0.3205428913484316,0.6794571086515684,-5.409858509468123,-0.15259836991243392
39,Fe1.95O3.05P0.05,0.0,97.5,2.5,0.0,97.77159607327388,673.5750000000008,757.0700000000002,932.559999999999,1544.1699999999971,877.1449999999993,-5.710536140759831,0.6956423906211082,0.05407111911253261,0.16771793261104587,0.34136927374427667,0.38449318932561016,0.10607927836361282,0.12395798537653449,0.42344794885629566,0.2974804587667047,0.7025195412332953,-5.68174783090908,0.13781909289714755
40,Fe2O3,0.0,100.0,0.0,0.0,100.0,675.0550000000009,833.0499999999996,892.9149999999992,1810.5199999999968,892.9749999999992,-5.274519826392204,-0.16539224826530852,0.08726498464529474,0.12033007091885133,0.33515383764320145,0.32272925909740396,0.16163667427133233,0.23404759612179535,0.23742242032246869,0.19186852963323314,0.8081314703667668,-6.680998901535923,-0.4366824829034451
41,Na0.05O4.9P1.95,2.5,0.0,97.5,1.1071986911478249,0.0,533.6200000000009,751.5350000000002,876.4099999999993,1017.8349999999987,1362.7299999999977,-5.300857349306429,1.8314753810831628,0.21409658736435627,0.3367834668684009,0.48440657318452707,0.6423859675424418,0.8183064213293298,0.4083711255200309,2.4238288845677913,0.7079293289138089,0.2920706710861911,-4.183879380424321,
42,Na0.05O4.85Fe0.05P1.9,2.5,2.5,95.0,1.1037002371797564,2.8436741304336466,643.4500000000011,925.5549999999989,805.7549999999997,1152.939999999998,1248.1599999999978,-5.406304851995471,1.2589680181685852,0.24468315783995553,0.14077488854580367,0.5152305457055536,0.25224182143134405,1.2406491193350442,0.43842567410054767,0.46748851476878134,0.31856366170091577,0.6814363382990842,-4.864645395472096,
43,Na0.05O4.8Fe0.1P1.85,2.5,5.0,92.5,1.100223821946947,5.669434353211629,668.8000000000009,900.1249999999993,807.5999999999997,1159.549999999998,1238.8799999999978,-5.353168686953766,1.2583913630454542,0.1994954939416143,0.1197016083825614,0.49231547570213574,0.20753588516746208,0.8916835308856113,0.34588068181817905,0.39437420088080555,0.2828323993886901,0.7171676006113099,-4.870187597419015,
44,Na0.05O4.75Fe0.15P1.8,2.5,7.5,90.0,1.096769237851643,8.477449411545749,719.6350000000003,891.3399999999992,824.7599999999995,1214.069999999998,1248.069999999998,-5.36979788925758,1.0732450259911483,0.14142924213595526,0.0865889116772504,0.4609493175018941,0.1460809993955257,0.5320391658662028,0.23860012367380523,0.2700290257121565,0.21261642076309267,0.7873835792369074,-5.095242429426879,
45,Na0.05O4.7Fe0.2P1.75,2.5,10.0,87.5,1.0933362798952688,11.26788593593957,736.4150000000003,891.5299999999993,825.4199999999996,1214.309999999998,1248.069999999998,-5.36979788925758,1.0971889308298854,0.1277392099216833,0.07329676935873003,0.4570249522613388,0.12086255711792844,0.4805595142202108,0.21063530753718884,0.22886934608758186,0.18624384017409631,0.8137561598259037,-5.071470212175746,
46,Na0.05O4.65Fe0.25P1.7,2.5,12.5,85.0,1.0899247456378751,14.040908477149802,737.3850000000003,908.7099999999991,845.8799999999994,1210.9399999999978,1248.039999999998,-5.36979788925758,1.1365482368697408,0.1414809982327771,0.08959568599600252,0.46640575879280927,0.14713480746150118,0.5668696026205193,0.23234131423882873,0.29719772092258695,0.2291074954334759,0.7708925045665241,-5.029697013389177,
47,Na0.05O4.6Fe0.3P1.65,2.5,15.0,82.5,1.086534435158344,16.79667953853252,741.8650000000001,912.8099999999991,847.5699999999994,1228.4749999999979,1248.039999999998,-5.36979788925758,1.1040205955333633,0.13915220089948865,0.0860457070758456,0.46327537379335554,0.1424854926435392,0.5415392900701684,0.2304260209067674,0.27751014032370186,0.21722734838988048,0.7827726516101196,-5.074712050115892,
48,Na0.05O4.55Fe0.35P1.6,2.5,17.5,80.0,1.0831651510153355,19.535359607787537,746.6550000000002,914.9399999999991,845.2399999999994,1228.4749999999979,1242.029999999998,-5.416554312488468,1.1429254305832046,0.1369869146706276,0.08024990333543573,0.4632302683873973,0.1320355451982498,0.5367343358795658,0.22538521807260234,0.25724424961185605,0.20460960524677207,0.7953903947532279,-5.0358072150660504,
49,Na0.05O4.5Fe0.4P1.55,2.5,20.0,77.5,1.0798166982089583,22.25710718811404,754.8900000000001,919.309999999999,865.0699999999994,1229.1349999999977,1221.289999999998,-6.287502633463025,1.186948995476376,0.1337688699776666,0.08964027547828309,0.4633560565013042,0.14595503980712324,0.5306866779633652,0.21780656784432026,0.30263826514495973,0.23232717266391806,0.7676728273360819,-4.99225017556128,2.6443347491930136
50,Na0.05O4.45Fe0.45P1.5,2.5,22.5,75.0,1.0764888841431497,24.96207882879001,762.7100000000002,926.494999999999,951.2849999999988,1229.414999999998,1210.5099999999977,-6.428269870771588,1.2385563824006414,0.13322189821988434,0.1533859599890997,0.4650787475685511,0.2472433821504879,0.5406873101809039,0.2147408582554297,0.6780102829612027,0.4040560953921633,0.5959439046078366,-4.94084063282234,2.4031182527259625
51,Na0.05O4.4Fe0.5P1.45,2.5,25.0,72.5,1.0731815185887463,27.65042915518807,766.03,938.624999999999,971.4149999999987,1231.9799999999977,1195.5999999999979,-6.447697035959607,1.282378934895207,0.14009561843536367,0.16671131024854227,0.4697799310313762,0.26811613122201317,0.5883485878883937,0.22531101915068472,0.7882294245197916,0.4407876381586001,0.5592123618413999,-4.89882838017696,2.1382594048850763
52,Na0.05O4.35Fe0.55P1.4,2.5,27.500000000000004,70.0,1.0698944136472386,30.322310898239635,770.59,951.2349999999989,964.0249999999987,1233.309999999998,1163.159999999998,-6.686416469437166,1.3287014864302022,0.14647169000494537,0.15684215647322977,0.474691850890763,0.2510219442245535,0.6404147833023114,0.23442427231082527,0.7183281653266959,0.4180389868603034,0.5819610131396966,-4.853443019344834,2.0918138577257213
53,Na0.05O4.3Fe0.6P1.35,2.5,30.0,67.5,1.0666273837151832,32.97787492335917,767.72,965.3349999999988,935.4299999999989,1169.979999999998,1160.1099999999979,-6.845502008743721,1.7078561426791299,0.1689045966597712,0.1433443306723185,0.4981859937038756,0.2184520398061779,0.9656478291675806,0.2574050435054431,0.7150287785120426,0.416919405359717,0.5830805946402831,-4.428500733011692,3.102609919727012
54,Na0.05O4.25Fe0.65P1.3,2.5,32.5,65.0,1.0633802454492718,35.61727025884034,766.03,968.5049999999989,934.024999999999,1165.239999999998,1155.889999999998,-6.832563642395577,1.7980764865133287,0.17376248669801864,0.14417201606535932,0.501486068752686,0.2193060324008185,1.029176303148905,0.2643173243867719,0.7265748329476881,0.4208186167681166,0.5791813832318834,-4.334754282564264,3.1131770951759967
55,Na0.05O4.2Fe0.7P1.25,2.5,35.0,62.5,1.06015281773203,38.240644123734775,766.52,973.5849999999988,924.199999999999,1167.119999999998,1153.419999999998,-6.848310041664735,1.8460773430681723,0.17741534717938098,0.1351017890191234,0.5034985829833887,0.20570891822783363,1.0699098354302816,0.27013646088816834,0.6491025852132375,0.3936095856215671,0.6063904143784329,-4.288153679491393,2.9630145381612603
56,Na0.05O4.15Fe0.75P1.2,2.5,37.5,60.0,1.056944921638143,40.84814195522489,766.09,962.4599999999988,927.069999999999,1164.419999999998,1148.4699999999982,-6.84819203731042,1.9320318473176714,0.16864189897116083,0.13824908538156272,0.4985521960518204,0.21013196882872637,0.972321251733014,0.2563275855317244,0.6782388877185577,0.4041372731152557,0.5958627268847443,-4.200187465169916,2.8968564135701578
57,Na0.05O4.1Fe0.8P1.15,2.5,40.0,57.49999999999999,1.0537563804013903,43.43990743550116,761.4800000000001,953.344999999999,922.729999999999,1168.299999999998,1148.4699999999982,-6.845725262930245,1.996773952413282,0.16422579816827804,0.13802105623555522,0.4940174527666366,0.21175868046435736,0.892582168360819,0.25196328202973006,0.6566355825222934,0.39636694361142455,0.6036330563885755,-4.138334800973724,2.7998276123778822
58,Na0.05O4.05Fe0.85P1.1,2.5,42.5,55.00000000000001,1.0505870193821756,46.016082518154384,754.7900000000002,951.099999999999,919.1599999999992,1164.549999999998,1148.339999999998,-6.844307717602753,2.128793107422235,0.16857155124296866,0.14114464814735245,0.4955349234632738,0.21776918083175312,0.9197001639728265,0.26008558671948323,0.6698316964831486,0.40113725107379905,0.598862748926201,-4.003523172021055,2.8859497664071765
59,Na0.05O4Fe0.9P1.05,2.5,45.0,52.5,1.0474366660356411,48.576807454093135,755.8050000000002,918.1849999999991,913.829999999999,1163.539999999998,1148.339999999998,-6.807028256254326,2.2532949200812062,0.13955686955325924,0.13581398147033977,0.47838455306367544,0.20908170758330363,0.6618165515273778,0.21484377584165087,0.6328340875415464,0.38756790562497634,0.6124320943750237,-3.878267715895997,2.8766097319624917
60,Na0.05O3.95Fe0.95P1,2.5,47.5,50.0,1.0443051498803555,51.122220816996176,758.1450000000001,910.9299999999992,906.0899999999991,1156.599999999998,1148.339999999998,-6.807429441107241,2.4414443029796224,0.1320983918381457,0.12791371260591325,0.47574481197235147,0.1951407712245006,0.6219115073065483,0.20152477428460128,0.5905752265378613,0.3712966332459118,0.6287033667540882,-3.684922072955528,3.1418744574397928
61,Na0.05O3.9Fe1P0.95,2.5,50.0,47.5,1.0411923024675598,53.65245952830986,764.105,899.0899999999992,905.8399999999991,1154.8199999999981,1148.7399999999982,-6.806874272757081,2.595689411078606,0.11688834623577651,0.1227334129994279,0.46853837435022216,0.1854915227619229,0.5278418644664287,0.17665765830612182,0.5692625913727998,0.3627580205520643,0.6372419794479357,-3.5293391823148985,3.274395757137284
62,Na0.05O3.85Fe1.05P0.9,2.5,52.5,45.0,1.0380979573509637,56.1676588817996,768.53,900.4799999999992,893.0199999999991,1151.109999999998,1148.7399999999982,-6.3881057887925525,2.7316761444011135,0.11462848902363759,0.10814778778743935,0.46908795399137343,0.16198456794139343,0.5264732873159632,0.17169141087530643,0.48235111782711293,0.3253959956087608,0.6746040043912391,-3.3905575091319236,3.264782506435402
63,Na0.05O3.8Fe1.1P0.85,2.5,55.00000000000001,42.5,1.0350219500570772,58.66795256766495,781.475,888.8049999999992,882.0099999999993,1154.7299999999982,1140.7199999999982,-6.341285479312477,2.766971300309816,0.09294813506187533,0.08706364258311418,0.4590448841935642,0.12864774944815802,0.40361004042493004,0.13734284526056384,0.3686381636843638,0.26934669327939287,0.7306533067206071,-3.3579895976393104,2.446272407679636
64,Na0.05O3.75Fe1.15P0.8,2.5,57.49999999999999,40.0,1.031964118056068,61.153472696227205,783.3349999999998,888.8149999999991,881.3499999999992,1152.619999999998,1132.859999999998,-6.309948722942192,2.8519455141066317,0.09151324807829077,0.08503669899880237,0.4591093284709614,0.12512526569092336,0.39984079149371604,0.13465503264886589,0.3613189810889514,0.26541830835262703,0.734581691647373,-3.2714267880728842,2.2655868463435156
65,Na0.05O3.7Fe1.2P0.75,2.5,60.0,37.5,1.0289243007331372,63.624349821198365,778.825,888.7749999999993,878.5149999999993,1145.909999999998,1132.149999999998,-6.3154907480682825,2.9659746814280883,0.09594994371285653,0.08699636097075637,0.46176486633224845,0.12800051359419543,0.42759639877885075,0.14117420473148556,0.3728192374576927,0.27157197924186444,0.7284280207581356,-3.1523263373629913,2.4282973778217234
66,Na0.05O3.65Fe1.25P0.7,2.5,62.5,35.0,1.025902339360393,66.08071296253992,782.5049999999999,891.6649999999992,862.4099999999993,1138.5599999999981,1135.429999999998,-6.319335241399099,3.0648422988789576,0.0958754918493531,0.07018075463743635,0.46415139518964743,0.10211436348649455,0.4421312703780949,0.13950070606577505,0.28935361216729943,0.2244175759363014,0.7755824240636986,-3.047869545256665,3.075215967505568
67,Na0.05O3.6Fe1.3P0.65,2.5,65.0,32.5,1.0228980770692266,68.52268962892025,779.745,890.7749999999993,861.7949999999994,1133.2299999999982,1143.2999999999981,-6.096350914958954,3.129452209023393,0.0979765802176076,0.07240366033373588,0.4656490544832003,0.10522670873169997,0.45794064878018514,0.14239270530750348,0.30228231436623776,0.23211734585625926,0.7678826541437407,-2.9791839171351056,
