Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,Tg,Tc,Tx,Tliq,T_Umax,log_Umax,ViscosityAtTl,K_W_Tc,K_W_Tx,gamma_Tc,H_prime_Tx,K_H_Tc,H_prime_Tc,K_H_Tx,deltaT_rg,K_cr,Jezica,GFA
32,Fe1.6O3.4P0.4,0.0,80.0,20.0,0.0,81.81823869041467,830.4999870300293,916.7818423748017,736.8390983581543,1302.2225230089302,1215.204663538933,-6.606628811539383,2.180063644205826,0.06625738214495677,-0.07192387400538972,0.4298645689063667,-0.11277650828968454,0.22385248802181754,0.10389145899126025,-0.16565906354564094,-0.19855080376330425,1.1985508037633044,-4.049306760905936,1.9184454792027767
33,Fe1.65O3.35P0.35,0.0,82.5,17.5,0.0,84.1360283650664,834.2919925689697,919.27660202384,727.1785066366195,1311.7851813214825,1216.8932036995889,-6.540083888143014,2.1231222807227423,0.0647854623340519,-0.08165474611052158,0.4283520710289075,-0.1283884861492246,0.21651656533710012,0.10186434750881872,-0.18322316622554913,-0.22432463636223227,1.2243246363622322,-4.1126031603851105,1.814279454034776
34,Fe1.7O3.3P0.3,0.0,85.0,15.0,0.0,86.44072277550984,838.2794860839844,920.7238376080991,717.8363006353378,1322.143841163946,1213.7297131061555,-6.512012635837699,2.022751701256788,0.06235656738493373,-0.09109688499748612,0.42617751159952955,-0.14367903240874458,0.20538177169500416,0.0983494799678957,-0.19930776528667973,-0.24891931836711248,1.2489193183671126,-4.219805711350327,1.7283518182317166
35,Fe1.75O3.25P0.25,0.0,87.5,12.5,0.0,88.73243258938186,842.3218025207519,922.0026125550271,708.4803146362304,1332.609898038223,1205.8308553338052,-6.507055881103664,1.8980786216691259,0.05979304982769211,-0.10043560991221342,0.42392255918568156,-0.15889590829061329,0.1940560064357068,0.09459663728971578,-0.2144450310382358,-0.27298539187099663,1.2729853918709966,-4.351327447714572,1.6554334766214645
36,Fe1.8O3.2P0.2,0.0,90.0,10.0,0.0,91.0112672308243,846.1704906463623,922.6760471105576,699.3914346933365,1342.2641597014397,1197.347285592556,-6.51343745727776,1.7675604062159262,0.05699739198967551,-0.10935184024109974,0.42161462164927765,-0.17346274489069696,0.18233489979443687,0.09041387912943553,-0.22831744176294883,-0.29586964137760463,1.2958696413776045,-4.488115581949413,1.6037435633014552
37,Fe1.85O3.15P0.15,0.0,92.5,7.5,0.0,93.27733489790032,848.6612514495849,922.8565435647965,689.7867310285568,1352.1544953355155,1187.7103606700898,-6.51259321565243,1.6387913404827477,0.05487190433575508,-0.11749731333889177,0.41932476397121543,-0.18720604970435148,0.1728293643358403,0.08742627519340583,-0.23985847286402887,-0.3155444930995382,1.3155444930995381,-4.6232612921935345,1.5479998914706807
38,Fe1.9O3.1P0.1,0.0,95.0,5.0,0.0,95.53074257971907,850.6978820800781,922.3944905936719,680.4489526987076,1361.8458305871136,1179.9167569220067,-6.50312234372732,1.51316633427923,0.05264664098041423,-0.12501336462437418,0.41689322805818724,-0.20012854500717403,0.16315027851471287,0.08427975433333079,-0.24985281692067365,-0.33307172586456585,1.333071725864566,-4.755089556770032,1.494645299172391
39,Fe1.95O3.05P0.05,0.0,97.5,2.5,0.0,97.77159607327388,852.6712841033935,922.0225226521493,671.0014765501022,1374.0480286428576,1172.220813059807,-6.494204986993998,1.3853281049532766,0.05047220846949123,-0.13221503453028927,0.4140721811565029,-0.21305960566541413,0.15342328614125,0.08133408482458797,-0.25840366759856176,-0.3484424832061921,1.348442483206192,-4.890675721789297,1.4406503219442868
40,Fe2O3,0.0,100.0,0.0,0.0,100.0,728.4630741119385,888.4257841348649,725.4518051385879,1702.7486144556915,1348.816447877884,-5.238620816822484,0.1276514037219254,0.09394382040008933,-0.001768475362590808,0.3654251039975416,-0.004133729052802753,0.1964364795715041,0.21958931853606345,-0.0030812225565892116,-0.003090745832364577,1.0030907458323646,-6.334649667407755,-0.05887415413840122
41,Na0.05O4.9P1.95,2.5,0.0,97.5,1.1071986911478249,0.0,529.3731502532959,945.4643772482872,811.7172571659089,1267.3465837970818,959.0323638558389,-7.029716529685377,0.8932514775193017,0.3283168411188243,0.22278365722712193,0.5262169493273777,0.5333555484963985,1.292681665930842,0.7860074255671994,0.6196793981638665,0.3825938632462449,0.6174061367537551,-5.312539319488764,1.7921480377989656
42,Na0.05O4.85Fe0.05P1.9,2.5,2.5,95.0,1.1037002371797564,2.8436741304336466,763.0727027893066,955.9655663013458,862.3146983623506,1213.98023394232,1115.6521129250527,-6.68442781629182,1.0195675362228858,0.15889291943875597,0.08174926806737386,0.4835305866324977,0.13005575380992998,0.7476042555086381,0.25278438451139196,0.28220563442298463,0.22009389667826737,0.7799061033217326,-5.148855694982669,1.9431751397720416
43,Na0.05O4.8Fe0.1P1.85,2.5,5.0,92.5,1.100223821946947,5.669434353211629,766.555632019043,965.0620327234268,864.3455989599229,1211.9049442393368,1111.6136088311673,-6.696840438120291,1.0499148746847906,0.16379700540703562,0.08069111971670245,0.4877843128663855,0.1275706065629045,0.8041810862030336,0.2589588966707279,0.2813619264424137,0.21958037041383757,0.7804196295861624,-5.117022239874637,1.9470020876657204
44,Na0.05O4.75Fe0.15P1.8,2.5,7.5,90.0,1.096769237851643,8.477449411545749,775.6580966949463,974.3237366318702,865.9167897939683,1210.650593457553,1108.7204622268678,-6.714486572278691,1.0859175348547008,0.16409824685217028,0.07455387507079814,0.4905197975834593,0.11636401848135326,0.84063928495212,0.25612527063590484,0.26182141739457254,0.20749482754476084,0.7925051724552391,-5.080120103654572,1.9576090525836887
45,Na0.05O4.7Fe0.2P1.75,2.5,10.0,87.5,1.0933362798952688,11.26788593593957,784.1012729644775,982.7660258054733,867.262937450409,1209.5614944553706,1106.2806159794332,-6.731868608100315,1.1152085139832797,0.16424526884468044,0.06875356471510093,0.4929449663532345,0.10605985139077694,0.8759643833434488,0.25336619093844526,0.2429506721079344,0.19546284302329675,0.8045371569767032,-5.050047391848623,1.9692737485015694
46,Na0.05O4.65Fe0.25P1.7,2.5,12.5,85.0,1.0899247456378751,14.040908477149802,793.9050544738769,991.6842805385589,868.3488916397096,1208.2014091345259,1105.4830113291741,-6.756416657635186,1.1472115224152344,0.16369723174413256,0.06161541991509444,0.4953204530148927,0.09376919412002833,0.9134576435001089,0.24912201396141864,0.21904747893170487,0.17968740571422537,0.8203125942857746,-5.017067153414191,1.9961934846065785
47,Na0.05O4.6Fe0.3P1.65,2.5,15.0,82.5,1.086534435158344,16.79667953853252,807.9548229217529,1002.2834697008133,869.7186686038972,1208.0900221201064,1105.9529307425023,-6.78572153291526,1.1825130611465977,0.16085609782458787,0.05112520139331456,0.49715336053449877,0.07644467726399828,0.9442296394098832,0.24051919892788398,0.1825327263680008,0.15435744169941656,0.8456425583005834,-4.9816855336708645,2.027963110550559
48,Na0.05O4.55Fe0.35P1.6,2.5,17.5,80.0,1.0831651510153355,19.535359607787537,820.2397693634033,1012.2228513002395,870.6629824876786,1208.8246776674494,1104.9667933523656,-6.801975148570659,1.2207553737192454,0.1588179704498482,0.04171259410551748,0.4988618536889915,0.061473748296073605,0.9765071133075501,0.23405727094388062,0.14910977157678887,0.12976112053436198,0.870238879465638,-4.9439712610164905,2.036960740870421
49,Na0.05O4.5Fe0.4P1.55,2.5,20.0,77.5,1.0798166982089583,22.25710718811404,822.1058315277099,1018.6169300317764,871.331967496872,1209.7400461769923,1104.1960433363915,-6.8172592395880764,1.2663783832585513,0.16244076496027288,0.0406914990743061,0.5013258836258135,0.0598781009467914,1.0281911600622748,0.23903382139850793,0.14546383219087694,0.12699120487519439,0.8730087951248056,-4.89900573152337,2.0452507421224824
50,Na0.05O4.45Fe0.45P1.5,2.5,22.5,75.0,1.0764888841431497,24.96207882879001,811.5967163085937,1021.8374698400497,871.8063156843186,1211.1400313238978,1104.2177618384362,-6.834611155103523,1.3162230551121636,0.17358913758439784,0.049713161004107644,0.5051757086215285,0.07418659805522351,1.1106070191733481,0.2590458405101729,0.17743476878576986,0.15069604999752942,0.8493039500024706,-4.850165662743617,2.0569680504288543
51,Na0.05O4.4Fe0.5P1.45,2.5,25.0,72.5,1.0731815185887463,27.65042915518807,799.157194519043,1023.4536148548126,872.3085853099824,1213.1764186964717,1104.481061989069,-6.854136970977885,1.3649624642325993,0.18488359720737949,0.06029740577181579,0.5085904286116022,0.09153567194619848,1.1822322662011961,0.28066620919399726,0.21460338473181048,0.17668597620382542,0.8233140237961746,-4.802885455876947,2.0693510425171486
52,Na0.05O4.35Fe0.55P1.4,2.5,27.500000000000004,70.0,1.0698944136472386,30.322310898239635,789.4271301269531,1023.2776879310608,872.7917436599732,1215.52119847464,1103.3698597788812,-6.874998120426128,1.409509822337054,0.19238706663245955,0.06858343041456995,0.5103760896645023,0.10560140429885366,1.2164288778481116,0.29622817468472434,0.2432373767760933,0.1956483784350543,0.8043516215649457,-4.760015252191597,2.076618722168001
53,Na0.05O4.3Fe0.6P1.35,2.5,30.0,67.5,1.0666273837151832,32.97787492335917,782.780687713623,1021.512869977951,873.0472835540772,1217.5421246646154,1100.6758116722108,-6.884486016872121,1.454304288894364,0.19607714380320868,0.07413837600511694,0.5106740090432936,0.11531530766824163,1.2178395650481892,0.30497965268104205,0.26202597272419054,0.20762328065133648,0.7923767193486635,-4.71666370294126,2.0682217377968053
54,Na0.05O4.25Fe0.65P1.3,2.5,32.5,65.0,1.0633802454492718,35.61727025884034,778.5316509246826,1016.8507248997688,873.3208503961564,1219.4109327677343,1097.5027091741563,-6.89869799960008,1.4966253339625744,0.1954378688685086,0.07773359818607486,0.5089489223561756,0.12175381612152848,1.176534505387304,0.30611353268942676,0.27388591670102774,0.21500034901893564,0.7849996509810644,-4.6756748348775155,2.0640900603348027
55,Na0.05O4.2Fe0.7P1.25,2.5,35.0,62.5,1.06015281773203,38.240644123734775,775.4894622802734,1007.8274525642395,873.4745990276338,1221.5876345286217,1096.6505147755147,-6.906445029654234,1.5340074002806068,0.1901934693155429,0.08021130369837953,0.5046512496561273,0.12635263470794533,1.0869095832014184,0.29960173746370733,0.2814750576816083,0.21964926745499155,0.7803507325450084,-4.639841855603998,2.061178603620893
56,Na0.05O4.15Fe0.75P1.2,2.5,37.5,60.0,1.056944921638143,40.84814195522489,778.4559253692627,995.3922913312912,873.5120083332063,1224.2349879877504,1097.0379625797273,-6.926979657522463,1.5762747907808805,0.17720157330138253,0.0776452918734052,0.49702741680830004,0.12210849691824684,0.9479715504650575,0.2786752067679672,0.2710289558373738,0.21323586263919195,0.7867641373608081,-4.599454783712876,2.073927766026419
57,Na0.05O4.1Fe0.8P1.15,2.5,40.0,57.49999999999999,1.0537563804013903,43.43990743550116,782.3737930297851,980.7045963644981,873.4043888092042,1228.2492429880094,1099.55022829175,-6.943687260401412,1.6296464127057935,0.1614743949299948,0.07411410696901014,0.4877615439574714,0.11635179576618757,0.8011920517770386,0.25349878165865725,0.2565363276581405,0.2041614890166033,0.7958385109833968,-4.548926597567023,2.0855371020420765
58,Na0.05O4.05Fe0.85P1.1,2.5,42.5,55.00000000000001,1.0505870193821756,46.016082518154384,787.0144752502441,963.2393612504005,872.7052685260774,1232.8051381270425,1100.9117068886758,-6.965409675995868,1.6918513768131054,0.1429462617813945,0.0695087898530503,0.47689375569523934,0.1088808350679782,0.6537361234872185,0.22391568585078797,0.23796396641517578,0.19222204593261147,0.8077779540673885,-4.4899374947496895,2.0966115729725523
59,Na0.05O4Fe0.9P1.05,2.5,45.0,52.5,1.0474366660356411,48.576807454093135,793.7697452545166,944.0806254982948,871.8302612543107,1238.0456477815674,1103.0396064758302,-6.99436794949181,1.7592521224500053,0.12140980464905934,0.06305140375047512,0.46464882032790483,0.09834151083040407,0.5113223303789342,0.18936332751707755,0.21315465944788814,0.17570279089139035,0.8242972091086097,-4.426221193112324,2.1154398102272114
60,Na0.05O3.95Fe0.95P1,2.5,47.5,50.0,1.0443051498803555,51.122220816996176,800.865705871582,926.5178798675538,870.9498323440553,1244.0954589080238,1104.9853568017484,-7.0276172753026405,1.8335279660673565,0.1009988205457,0.05633339947562222,0.45307358194619235,0.08751046019157571,0.3956582022434257,0.15689543586989352,0.1878197719153991,0.15812143925886452,0.8418785607411354,-4.356179443655849,2.135683669569524
61,Na0.05O3.9Fe1P0.95,2.5,50.0,47.5,1.0411923024675598,53.65245952830986,805.67219581604,909.5807927191258,868.6913584709168,1251.4473343582617,1106.261648976803,-7.07286277696957,1.9005062064290446,0.08303073892947307,0.05035702336382605,0.4421623436932982,0.07821935891811023,0.3039449148924572,0.12897130798691653,0.16464579686516773,0.14136984592941346,0.8586301540705865,-4.294318948716548,2.162364041519478
62,Na0.05O3.85Fe1.05P0.9,2.5,52.5,45.0,1.0380979573509637,56.1676588817996,810.69976272583,895.0281028985978,863.7341736793519,1259.3598023646528,1105.5028221249581,-7.1063792568004125,1.9337274742200252,0.06696127668552512,0.04211219927294893,0.4323682844650298,0.06541806645558068,0.23146034313334485,0.10401919927696672,0.13405201055796084,0.11820622803005867,0.8817937719699414,-4.266572179573855,2.170687116192169
63,Na0.05O3.8Fe1.1P0.85,2.5,55.00000000000001,42.5,1.0350219500570772,58.66795256766495,815.6039222717285,880.0592186093331,858.5145815849305,1267.041848875543,1104.3740836918355,-7.112650828378033,1.9378201381556055,0.050870692546427364,0.033866805071421896,0.42256788494787234,0.05261212966421439,0.16655862898359305,0.0790276929493855,0.10503744241550667,0.09505328813646785,0.9049467118635321,-4.267761780538781,2.15277439188965
64,Na0.05O3.75Fe1.15P0.8,2.5,57.49999999999999,40.0,1.031964118056068,61.153472696227205,821.2819999694824,867.905083501339,853.6951064109803,1276.3007697622081,1103.4217347145081,-7.094282243397544,1.9294885633846015,0.03652985615651016,0.025396134837039164,0.41376440349591354,0.039466476122333546,0.1141615474901844,0.05676866598024685,0.07669823017624675,0.07123465798183014,0.9287653420181698,-4.28241749895268,2.1079649772534315
65,Na0.05O3.7Fe1.2P0.75,2.5,60.0,37.5,1.0289243007331372,63.624349821198365,826.926231765747,865.8776807427407,848.8594566822053,1286.5651662656032,1102.984393054247,-7.048836376215604,1.9012809700753919,0.03027553519893169,0.017047892708087098,0.40969065762428847,0.02652379870647461,0.09258998738358437,0.047103898123802536,0.0501095243590356,0.04771837908014537,0.9522816209198547,-4.317582607337268,2.0364342451681194
66,Na0.05O3.65Fe1.25P0.7,2.5,62.5,35.0,1.025902339360393,66.08071296253992,831.7180675506592,864.4567199587823,843.9020008087159,1297.4071127512273,1105.047210508585,-6.981771986669213,1.8509481034565758,0.025233908529065263,0.009390986944891965,0.4060149811558811,0.014649114565873781,0.07561756024048218,0.03936268031850715,0.02686614315298226,0.02616323785930855,0.9738367621406915,-4.375204445594244,1.9490825026289016
